"SID","Commodity code","Product line suffix","Start date","End date","Indentation","End line","Description"
29355,"0307490000","80","01/01/1972","",2,0,"Other"
100850,"0307492000","80","01/01/2017","",3,0,"Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.)"
103567,"0307492010","80","21/09/2017","",4,1,"Smoked, whether or not cooked before or during the smoking process, not otherwise prepared"
103572,"0307492090","80","21/09/2017","",4,1,"Other"
100851,"0307494000","80","01/01/2017","",3,0,"Loligo spp."
103568,"0307494010","80","21/09/2017","",4,1,"Smoked, whether or not cooked before or during the smoking process, not otherwise prepared"
103573,"0307494090","80","21/09/2017","",4,1,"Other"
100852,"0307495000","80","01/01/2017","",3,0,"Ommastrephes spp., other than Ommastrephes sagittatus, Nototodarus spp., Sepioteuthis spp."
103569,"0307495010","80","21/09/2017","",4,1,"Smoked, whether or not cooked before or during the smoking process, not otherwise prepared"
103574,"0307495090","80","21/09/2017","",4,1,"Other"
100853,"0307496000","80","01/01/2017","",3,0,"European flying squid (Todarodes sagittatus) (Ommastrephes sagittatus)"
103570,"0307496010","80","21/09/2017","",4,1,"Smoked, whether or not cooked before or during the smoking process, not otherwise prepared"
103575,"0307496090","80","21/09/2017","",4,1,"Other"
100855,"0307498000","80","01/01/2017","",3,0,"Other"
103571,"0307498010","80","21/09/2017","",4,1,"Smoked, whether or not cooked before or during the smoking process, not otherwise prepared"
103576,"0307498090","80","21/09/2017","",4,1,"Other"
29387,"0307510000","10","01/01/1972","",1,0,"Octopus (Octopus spp.)"
29388,"0307510000","80","01/01/1972","",2,1,"Live, fresh or chilled"
100856,"0307520000","80","01/01/2017","",2,1,"Frozen"
29389,"0307590000","80","01/01/1972","",2,0,"Other"
103532,"0307590010","80","21/09/2017","",3,1,"Smoked, whether or not cooked before or during the smoking process, not otherwise prepared"
103533,"0307590090","80","21/09/2017","",3,1,"Other"
29392,"0307600000","80","01/01/1972","",1,1,"Snails, other than sea snails"
95418,"0307710000","10","01/01/2012","",1,0,"Clams, cockles and ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae)"
95419,"0307710000","80","01/01/2012","",2,0,"Live, fresh or chilled"
97925,"0307710010","80","06/08/2013","",3,1,"Intended for human consumption"
97926,"0307710090","80","06/08/2013","",3,1,"Other"
100858,"0307720000","80","01/01/2017","",2,0,"Frozen"
100859,"0307721000","80","01/01/2017","",3,1,"Striped venus or other species of the family Veneridae"
100860,"0307729000","80","01/01/2017","",3,1,"Other"
95420,"0307790000","80","01/01/2012","",2,0,"Other"
103528,"0307790010","80","21/09/2017","",3,1,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared"
103529,"0307790090","80","21/09/2017","",3,1,"Other"
95424,"0307810000","10","01/01/2012","",1,0,"Abalone (Haliotis spp.) and stromboid conchs (Strombus spp.)"
95423,"0307810000","80","01/01/2012","",2,0,"Live, fresh or chilled abalone (Haliotis spp.)"
97927,"0307810010","80","06/08/2013","",3,1,"Intended for human consumption"
97928,"0307810090","80","06/08/2013","",3,1,"Other"
100870,"0307820000","80","01/01/2017","",2,1,"Live, fresh or chilled stromboid conchs (Strombus spp.)"
100871,"0307830000","80","01/01/2017","",2,1,"Frozen abalone (Haliotis spp.)"
100872,"0307840000","80","01/01/2017","",2,1,"Frozen stromboid conchs (Strombus spp.)"
100873,"0307870000","80","01/01/2017","",2,0,"Other abalone (Haliotis spp.)"
103526,"0307870010","80","21/09/2017","",3,1,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared"
103527,"0307870090","80","21/09/2017","",3,1,"Other"
100874,"0307880000","80","01/01/2017","",2,0,"Other stromboid conchs (Strombus spp.)"
103592,"0307880010","80","21/09/2017","",3,1,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared"
103591,"0307880090","80","21/09/2017","",3,1,"Other"
29393,"0307910000","10","01/01/1972","",1,0,"Other, including flours, meals and pellets, fit for human consumption"
29394,"0307910000","80","01/01/1972","",2,0,"Live, fresh or chilled"
100884,"0307910010","80","01/01/2017","",3,1,"Common whelk (Buccinum undatum)"
100885,"0307910090","80","01/01/2017","",3,1,"Other"
100881,"0307920000","80","01/01/2017","",2,0,"Frozen"
100882,"0307920010","80","01/01/2017","",3,1,"Common whelk (Buccinum undatum)"
100883,"0307920090","80","01/01/2017","",3,1,"Other"
29395,"0307990000","80","01/01/1972","",2,0,"Other"
103524,"0307990010","80","21/09/2017","",3,1,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared"
103525,"0307990090","80","21/09/2017","",3,1,"Other"
95499,"0308000000","80","01/01/2012","",0,0,"Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; smoked aquatic invertebrates other than crustaceans and molluscs, whether or not cooked before or during the smoking process; flours, meals and pellets of aquatic invertebrates other than crustaceans and molluscs, fit for human consumption"
95500,"0308110000","10","01/01/2012","",1,0,"Sea cucumbers (Stichopus japonicus, Holothuroidea)"
95501,"0308110000","80","01/01/2012","",2,1,"Live, fresh or chilled"
100886,"0308120000","80","01/01/2017","",2,1,"Frozen"
95502,"0308190000","80","01/01/2012","",2,1,"Other"
95507,"0308210000","10","01/01/2012","",1,0,"Sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus)"
95509,"0308210000","80","01/01/2012","",2,1,"Live, fresh or chilled"
100887,"0308220000","80","01/01/2017","",2,1,"Frozen"
95514,"0308290000","80","01/01/2012","",2,1,"Other"
95524,"0308300000","80","01/01/2012","",1,0,"Jellyfish (Rhopilema spp.)"
95527,"0308305000","80","01/01/2012","",2,1,"Frozen"
104190,"0308308000","80","01/01/2019","",2,0,"Other"
106020,"0308308010","80","26/01/2021","",3,1,"Live, fresh or chilled"
106021,"0308308090","80","26/01/2021","",3,1,"Other"
95529,"0308900000","80","01/01/2012","",1,0,"Other"
95530,"0308901000","80","01/01/2012","",2,1,"Live, fresh or chilled"
95536,"0308905000","80","01/01/2012","",2,1,"Frozen"
95539,"0308909000","80","01/01/2012","",2,1,"Other"
29417,"0400000000","80","31/12/1971","",0,0,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED"
29418,"0401000000","80","01/01/1972","",0,0,"Milk and cream, not concentrated nor containing added sugar or other sweetening matter"
29419,"0401100000","80","01/01/1972","",1,0,"Of a fat content, by weight, not exceeding 1 %"
29420,"0401101000","80","01/01/1972","",2,1,"In immediate packings of a net content not exceeding two litres"
29421,"0401109000","80","01/01/1972","",2,1,"Other"
29422,"0401200000","80","01/01/1972","",1,0,"Of a fat content, by weight, exceeding 1 % but not exceeding 6 %"
29423,"0401201100","10","01/01/1972","",2,0,"Not exceeding 3 %"
29424,"0401201100","80","01/01/1972","",3,1,"In immediate packings of a net content not exceeding two litres"
29425,"0401201900","80","01/01/1972","",3,1,"Other"
29426,"0401209100","10","01/01/1972","",2,0,"Exceeding 3 %"
29427,"0401209100","80","01/01/1972","",3,1,"In immediate packings of a net content not exceeding two litres"
29428,"0401209900","80","01/01/1972","",3,1,"Other"
94360,"0401400000","80","01/01/2012","",1,0,"Of a fat content, by weight, exceeding 6 % but not exceeding 10 %"
94362,"0401401000","80","01/01/2012","",2,0,"In immediate packings of a net content not exceeding two litres"
94364,"0401401010","80","01/01/2012","",3,1,"Cream"
94366,"0401401090","80","01/01/2012","",3,1,"Milk"
94368,"0401409000","80","01/01/2012","",2,0,"Other"
94371,"0401409010","80","01/01/2012","",3,1,"Cream"
94373,"0401409090","80","01/01/2012","",3,1,"Milk"
94359,"0401500000","80","01/01/2012","",1,0,"Of a fat content, by weight, exceeding 10 %"
94361,"0401501100","10","01/01/2012","",2,0,"Not exceeding 21 %"
94363,"0401501100","80","01/01/2012","",3,0,"In immediate packings of a net content not exceeding two litres"
94365,"0401501110","80","01/01/2012","",4,1,"Cream"
94367,"0401501190","80","01/01/2012","",4,1,"Milk"
94369,"0401501900","80","01/01/2012","",3,0,"Other"
94370,"0401501910","80","01/01/2012","",4,1,"Cream"
94372,"0401501990","80","01/01/2012","",4,1,"Milk"
94374,"0401503100","10","01/01/2012","",2,0,"Exceeding 21 % but not exceeding 45 %"
94375,"0401503100","80","01/01/2012","",3,0,"In immediate packings of a net content not exceeding two litres"
94376,"0401503110","80","01/01/2012","",4,1,"Cream"
94377,"0401503190","80","01/01/2012","",4,1,"Milk"
94378,"0401503900","80","01/01/2012","",3,0,"Other"
94382,"0401503910","80","01/01/2012","",4,1,"Cream"
94385,"0401503990","80","01/01/2012","",4,1,"Milk"
94379,"0401509100","10","01/01/2012","",2,0,"Exceeding 45 %"
94380,"0401509100","80","01/01/2012","",3,0,"In immediate packings of a net content not exceeding two litres"
94383,"0401509110","80","01/01/2012","",4,1,"Cream"
94386,"0401509190","80","01/01/2012","",4,1,"Milk"
94381,"0401509900","80","01/01/2012","",3,0,"Other"
94384,"0401509910","80","01/01/2012","",4,1,"Cream"
94387,"0401509990","80","01/01/2012","",4,1,"Milk"
29439,"0402000000","80","01/01/1972","",0,0,"Milk and cream, concentrated or containing added sugar or other sweetening matter"
29440,"0402100000","80","01/01/1972","",1,0,"In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1,5 %"
29441,"0402101100","10","01/01/1972","",2,0,"Not containing added sugar or other sweetening matter"
29442,"0402101100","80","01/01/1972","",3,1,"In immediate packings of a net content not exceeding 2,5 kg"
29443,"0402101900","80","01/01/1972","",3,1,"Other"
29444,"0402109100","10","01/01/1972","",2,0,"Other"
29445,"0402109100","80","01/01/1972","",3,1,"In immediate packings of a net content not exceeding 2,5 kg"
29446,"0402109900","80","01/01/1972","",3,1,"Other"
29447,"0402210000","10","01/01/1972","",1,0,"In powder, granules or other solid forms, of a fat content, by weight, exceeding 1,5 %"
29448,"0402210000","80","01/01/1972","",2,0,"Not containing added sugar or other sweetening matter"
29449,"0402211100","10","01/01/1972","",3,0,"Of a fat content, by weight, not exceeding 27 %"
29450,"0402211100","80","01/01/1972","",4,1,"In immediate packings of a net content not exceeding 2,5 kg"
94388,"0402211800","80","01/01/2012","",4,1,"Other"
29454,"0402219100","10","01/01/1972","",3,0,"Of a fat content, by weight, exceeding 27 %"
29455,"0402219100","80","01/01/1972","",4,1,"In immediate packings of a net content not exceeding 2,5 kg"
29456,"0402219900","80","01/01/1972","",4,1,"Other"
29457,"0402290000","80","01/01/1972","",2,0,"Other"
29458,"0402291100","10","01/01/1972","",3,0,"Of a fat content, by weight, not exceeding 27 %"
29459,"0402291100","80","01/01/1972","",4,1,"Special milk, for infants, in hermetically sealed containers of a net content not exceeding 500 g, of a fat content, by weight, exceeding 10 %"
29460,"0402291500","10","01/01/1972","",4,0,"Other"
29461,"0402291500","80","01/01/1972","",5,1,"In immediate packings of a net content not exceeding 2,5 kg"
29462,"0402291900","80","01/01/1972","",5,1,"Other"
29463,"0402299100","10","01/01/1972","",3,0,"Of a fat content, by weight, exceeding 27 %"
29464,"0402299100","80","01/01/1972","",4,1,"In immediate packings of a net content not exceeding 2,5 kg"
29465,"0402299900","80","01/01/1972","",4,1,"Other"
29466,"0402910000","10","01/01/1972","",1,0,"Other"
29467,"0402910000","80","01/01/1972","",2,0,"Not containing added sugar or other sweetening matter"
89844,"0402911000","80","01/01/2008","",3,1,"Of a fat content, by weight, not exceeding 8 %"
89184,"0402913000","80","01/01/2008","",3,1,"Of a fat content, by weight, exceeding 8 % but not exceeding 10 %"
29474,"0402915100","10","01/01/1972","",3,0,"Of a fat content, by weight, exceeding 10 % but not exceeding 45 %"
29475,"0402915100","80","01/01/1972","",4,1,"In immediate packings of a net content not exceeding 2,5 kg"
29476,"0402915900","80","01/01/1972","",4,1,"Other"
29477,"0402919100","10","01/01/1972","",3,0,"Of a fat content, by weight, exceeding 45 %"
29478,"0402919100","80","01/01/1972","",4,1,"In immediate packings of a net content not exceeding 2,5 kg"
29479,"0402919900","80","01/01/1972","",4,1,"Other"
29480,"0402990000","80","01/01/1972","",2,0,"Other"
89195,"0402991000","80","01/01/2008","",3,1,"Of a fat content, by weight, not exceeding 9,5 %"
29484,"0402993100","10","01/01/1972","",3,0,"Of a fat content, by weight, exceeding 9,5 % but not exceeding 45 %"
29485,"0402993100","80","01/01/1972","",4,1,"In immediate packings of a net content not exceeding 2,5 kg"
29486,"0402993900","80","01/01/1972","",4,1,"Other"
29487,"0402999100","10","01/01/1972","",3,0,"Of a fat content, by weight, exceeding 45 %"
29488,"0402999100","80","01/01/1972","",4,1,"In immediate packings of a net content not exceeding 2,5 kg"
29489,"0402999900","80","01/01/1972","",4,1,"Other"
29490,"0403000000","80","01/01/1972","",0,0,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa"
29491,"0403100000","80","01/01/1972","",1,0,"Yogurt"
63129,"0403101100","10","01/01/1996","",2,0,"Not flavoured nor containing added fruit, nuts or cocoa"
59381,"0403101100","20","01/01/1996","",3,0,"Not containing added sugar or other sweetening matter, of a fat content, by weight"
59382,"0403101100","80","01/01/1996","",4,1,"Not exceeding 3 %"
59383,"0403101300","80","01/01/1996","",4,1,"Exceeding 3 % but not exceeding 6 %"
59384,"0403101900","80","01/01/1996","",4,1,"Exceeding 6 %"
59385,"0403103100","10","01/01/1996","",3,0,"Other, of a fat content, by weight"
59386,"0403103100","80","01/01/1996","",4,1,"Not exceeding 3 %"
59387,"0403103300","80","01/01/1996","",4,1,"Exceeding 3 % but not exceeding 6 %"
59388,"0403103900","80","01/01/1996","",4,1,"Exceeding 6 %"
29540,"0403105100","10","01/01/1972","",2,0,"Flavoured or containing added fruit, nuts or cocoa"
29541,"0403105100","20","01/01/1972","",3,0,"In powder, granules or other solid forms, of a milkfat content, by weight"
29542,"0403105100","80","01/01/1972","",4,1,"Not exceeding 1,5 %"
29545,"0403105300","80","01/01/1972","",4,1,"Exceeding 1,5 % but not exceeding 27 %"
29548,"0403105900","80","01/01/1972","",4,1,"Exceeding 27 %"
29551,"0403109100","10","01/01/1972","",3,0,"Other, of a milkfat content, by weight"
29552,"0403109100","80","01/01/1972","",4,1,"Not exceeding 3 %"
29555,"0403109300","80","01/01/1972","",4,1,"Exceeding 3 % but not exceeding 6 %"
29558,"0403109900","80","01/01/1972","",4,1,"Exceeding 6 %"
29561,"0403900000","80","01/01/1972","",1,0,"Other"
29562,"0403901100","10","01/01/1972","",2,0,"Not flavoured nor containing added fruit, nuts or cocoa"
29563,"0403901100","20","01/01/1972","",3,0,"In powder, granules or other solid forms"
29564,"0403901100","30","01/01/1972","",4,0,"Not containing added sugar or other sweetening matter, of a fat content, by weight"
29565,"0403901100","80","01/01/1972","",5,1,"Not exceeding 1,5 %"
29566,"0403901300","80","01/01/1972","",5,1,"Exceeding 1,5 % but not exceeding 27 %"
29567,"0403901900","80","01/01/1972","",5,1,"Exceeding 27 %"
29568,"0403903100","10","01/01/1972","",4,0,"Other, of a fat content, by weight"
29569,"0403903100","80","01/01/1972","",5,1,"Not exceeding 1,5 %"
29570,"0403903300","80","01/01/1972","",5,1,"Exceeding 1,5 % but not exceeding 27 %"
29571,"0403903900","80","01/01/1972","",5,1,"Exceeding 27 %"
29572,"0403905100","10","01/01/1972","",3,0,"Other"
29573,"0403905100","20","01/01/1972","",4,0,"Not containing added sugar or other sweetening matter, of a fat content, by weight"
29574,"0403905100","80","01/01/1972","",5,1,"Not exceeding 3 %"
29577,"0403905300","80","01/01/1972","",5,1,"Exceeding 3 % but not exceeding 6 %"
29580,"0403905900","80","01/01/1972","",5,1,"Exceeding 6 %"
29583,"0403906100","10","01/01/1972","",4,0,"Other, of a fat content, by weight"
29584,"0403906100","80","01/01/1972","",5,1,"Not exceeding 3 %"
29585,"0403906300","80","01/01/1972","",5,1,"Exceeding 3 % but not exceeding 6 %"
29586,"0403906900","80","01/01/1972","",5,1,"Exceeding 6 %"
29587,"0403907100","10","01/01/1972","",2,0,"Flavoured or containing added fruit, nuts or cocoa"
29588,"0403907100","20","01/01/1972","",3,0,"In powder, granules or other solid forms, of a milkfat content, by weight"
29589,"0403907100","80","01/01/1972","",4,1,"Not exceeding 1,5 %"
29592,"0403907300","80","01/01/1972","",4,1,"Exceeding 1,5 % but not exceeding 27 %"
29595,"0403907900","80","01/01/1972","",4,1,"Exceeding 27 %"
29598,"0403909100","10","01/01/1972","",3,0,"Other, of a milkfat content, by weight"
29599,"0403909100","80","01/01/1972","",4,1,"Not exceeding 3 %"
29602,"0403909300","80","01/01/1972","",4,1,"Exceeding 3 % but not exceeding 6 %"
29605,"0403909900","80","01/01/1972","",4,1,"Exceeding 6 %"
29608,"0404000000","80","01/01/1972","",0,0,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, not elsewhere specified or included"
29609,"0404100000","80","01/01/1972","",1,0,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter"
29610,"0404100200","10","01/01/1993","",2,0,"In powder, granules or other solid forms"
29611,"0404100200","20","01/01/1993","",3,0,"Not containing added sugar or other sweetening matter, of a protein content (nitrogen content × 6,38), by weight"
29612,"0404100200","30","01/01/1993","",4,0,"Not exceeding 15 %, and of a fat content, by weight"
29613,"0404100200","80","01/01/1993","",5,1,"Not exceeding 1,5 %"
29614,"0404100400","80","01/01/1993","",5,1,"Exceeding 1,5 % but not exceeding 27 %"
29615,"0404100600","80","01/01/1993","",5,1,"Exceeding 27 %"
29627,"0404101200","10","01/01/1993","",4,0,"Exceeding 15 %, and of a fat content, by weight"
29628,"0404101200","80","01/01/1993","",5,1,"Not exceeding 1,5 %"
29629,"0404101400","80","01/01/1993","",5,1,"Exceeding 1,5 % but not exceeding 27 %"
29630,"0404101600","80","01/01/1993","",5,1,"Exceeding 27 %"
29641,"0404102600","10","01/01/1993","",3,0,"Other, of a protein content (nitrogen content × 6,38), by weight"
29642,"0404102600","20","01/01/1993","",4,0,"Not exceeding 15 %, and of a fat content, by weight"
29643,"0404102600","80","01/01/1993","",5,1,"Not exceeding 1,5 %"
29644,"0404102800","80","01/01/1993","",5,1,"Exceeding 1,5 % but not exceeding 27 %"
29645,"0404103200","80","01/01/1993","",5,1,"Exceeding 27 %"
29646,"0404103400","10","01/01/1993","",4,0,"Exceeding 15 %, and of a fat content, by weight"
29647,"0404103400","80","01/01/1993","",5,1,"Not exceeding 1,5 %"
29648,"0404103600","80","01/01/1993","",5,1,"Exceeding 1,5 % but not exceeding 27 %"
29649,"0404103800","80","01/01/1993","",5,1,"Exceeding 27 %"
29650,"0404104800","10","01/01/1993","",2,0,"Other"
29651,"0404104800","20","01/01/1993","",3,0,"Not containing added sugar or other sweetening matter, of a protein content (nitrogen content × 6,38), by weight"
29652,"0404104800","30","01/01/1993","",4,0,"Not exceeding 15 %, and of a fat content, by weight"
29653,"0404104800","80","01/01/1993","",5,1,"Not exceeding 1,5 %"
29654,"0404105200","80","01/01/1993","",5,1,"Exceeding 1,5 % but not exceeding 27 %"
29655,"0404105400","80","01/01/1993","",5,1,"Exceeding 27 %"
29656,"0404105600","10","01/01/1993","",4,0,"Exceeding 15 %, and of a fat content, by weight"
29657,"0404105600","80","01/01/1993","",5,1,"Not exceeding 1,5 %"
29658,"0404105800","80","01/01/1993","",5,1,"Exceeding 1,5 % but not exceeding 27 %"
29659,"0404106200","80","01/01/1993","",5,1,"Exceeding 27 %"
29660,"0404107200","10","01/01/1993","",3,0,"Other, of a protein content (nitrogen content × 6,38), by weight"
29661,"0404107200","20","01/01/1993","",4,0,"Not exceeding 15 %, and of a fat content, by weight"
29662,"0404107200","80","01/01/1993","",5,1,"Not exceeding 1,5 %"
29663,"0404107400","80","01/01/1993","",5,1,"Exceeding 1,5 % but not exceeding 27 %"
29664,"0404107600","80","01/01/1993","",5,1,"Exceeding 27 %"
29665,"0404107800","10","01/01/1993","",4,0,"Exceeding 15 %, and of a fat content, by weight"
29666,"0404107800","80","01/01/1993","",5,1,"Not exceeding 1,5 %"
29667,"0404108200","80","01/01/1993","",5,1,"Exceeding 1,5 % but not exceeding 27 %"
29668,"0404108400","80","01/01/1993","",5,1,"Exceeding 27 %"
29690,"0404900000","80","01/01/1972","",1,0,"Other"
59389,"0404902100","10","01/01/1996","",2,0,"Not containing added sugar or other sweetening matter, of a fat content, by weight"
59390,"0404902100","80","01/01/1996","",3,1,"Not exceeding 1,5 %"
59391,"0404902300","80","01/01/1996","",3,1,"Exceeding 1,5 % but not exceeding 27 %"
59392,"0404902900","80","01/01/1996","",3,1,"Exceeding 27 %"
59393,"0404908100","10","01/01/1996","",2,0,"Other, of a fat content, by weight"
59394,"0404908100","80","01/01/1996","",3,1,"Not exceeding 1,5 %"
59395,"0404908300","80","01/01/1996","",3,0,"Exceeding 1,5 % but not exceeding 27 %"
60996,"0404908310","80","01/01/1996","",4,1,"Special milk, for infants, in hermetically sealed containers of a net content not exceeding 500 g of a fat content, by weight, exceeding 10 %"
60998,"0404908390","80","01/01/1996","",4,1,"Other"
59396,"0404908900","80","01/01/1996","",3,1,"Exceeding 27 %"
29713,"0405000000","80","01/01/1972","",0,0,"Butter and other fats and oils derived from milk; dairy spreads"
59397,"0405100000","80","01/01/1996","",1,0,"Butter"
59398,"0405101100","10","01/01/1996","",2,0,"Of a fat content, by weight, not exceeding 85 %"
59399,"0405101100","20","01/01/1996","",3,0,"Natural butter"
59400,"0405101100","80","01/01/1996","",4,0,"In immediate packings of a net content not exceeding 1 kg"
71671,"0405101120","80","03/02/2000","",5,1,"Butter, at least six weeks old, of a fat content by weight of not less than 80% but less than 85%, manufactured directly from milk or cream without the use of stored materials, in a single, self-contained and uninterrupted process"
61000,"0405101190","80","01/01/1996","",5,1,"Other"
59401,"0405101900","80","01/01/1996","",4,0,"Other"
71672,"0405101920","80","03/02/2000","",5,1,"Butter, at least six weeks old, of a fat content by weight of not less than 80% but less than 85%, manufactured directly from milk or cream without the use of stored materials, in a single, self-contained and uninterrupted process"
61002,"0405101990","80","01/01/1996","",5,1,"Other"
59402,"0405103000","80","01/01/1996","",3,0,"Recombined butter"
71673,"0405103020","80","03/02/2000","",4,1,"Butter, at least six weeks old, of a fat content by weight of not less than 80% but less than 85%, manufactured directly from milk or cream without the use of stored materials, in a single, self-contained and uninterrupted process which may involve the cream passing through a stage where the butterfat is concentrated and/or fractionated (the processes referred to as "Ammix" and "Spreadable")"
71674,"0405103090","80","03/02/2000","",4,1,"Other"
59403,"0405105000","80","01/01/1996","",3,1,"Whey butter"
59404,"0405109000","80","01/01/1996","",2,1,"Other"
59405,"0405200000","80","01/01/1996","",1,0,"Dairy spreads"
59406,"0405201000","80","01/01/1996","",2,0,"Of a fat content, by weight, of 39 % or more but less than 60 %"
63362,"0405201010","80","01/01/1996","",3,1,"In immediate packings of a net capacity of 1 kg or less"
63363,"0405201080","80","01/01/1996","",3,1,"Other"
59407,"0405203000","80","01/01/1996","",2,0,"Of a fat content, by weight, of 60 % or more but not exceeding 75 %"
63364,"0405203010","80","01/01/1996","",3,1,"In immediate packings of a net capacity of 1 kg or less"
63365,"0405203080","80","01/01/1996","",3,1,"Other"
59408,"0405209000","80","01/01/1996","",2,1,"Of a fat content, by weight, of more than 75 % but less than 80 %"
59409,"0405900000","80","01/01/1996","",1,0,"Other"
59410,"0405901000","80","01/01/1996","",2,1,"Of a fat content, by weight, of 99,3 % or more and of a water content, by weight, not exceeding 0,5 %"
59411,"0405909000","80","01/01/1996","",2,1,"Other"
29719,"0406000000","80","01/01/1972","",0,0,"Cheese and curd"
29720,"0406100000","80","01/01/1972","",1,0,"Fresh (unripened or uncured) cheese, including whey cheese, and curd"
98904,"0406103000","10","01/01/2015","",2,0,"Of a fat content, by weight, not exceeding 40 %"
98905,"0406103000","80","01/01/2015","",3,0,"Mozzarella, whether or not in a liquid"
98907,"0406103010","80","01/01/2015","",4,1,"Pizza cheese, frozen, cut into pieces each weighing not more than 1 gram, in containers with a net content of 5kg or more, of a water content, by weight, of 52% or more, and a fat content by weight in the dry matter of 38% or more"
98908,"0406103090","80","01/01/2015","",4,1,"Other"
98906,"0406105000","80","01/01/2015","",3,0,"Other"
98909,"0406105010","80","01/01/2015","",4,1,"Skyr"
99062,"0406105030","80","01/01/2015","",4,1,"Pizza cheese, frozen, cut into pieces each weighing not more than 1 gram, in containers with a net content of 5kg or more, of a water content, by weight, of 52% or more, and a fat content by weight in the dry matter of 38% or more"
98910,"0406105090","80","01/01/2015","",4,1,"Other"
29723,"0406108000","80","01/01/1992","",2,0,"Other"
59112,"0406108010","80","01/07/1995","",3,1,"Pizza cheese, frozen, cut into pieces each weighing not more than 1 gram, in containers with a net content of 5kg or more, or a water content, by weight, of 52% or more, and a fat content by weight in the dry matter of 38% or more"
81026,"0406108080","80","01/01/2005","",3,1,"Other"
29725,"0406200000","80","01/01/1972","",1,1,"Grated or powdered cheese, of all kinds"
29728,"0406300000","80","01/01/1972","",1,0,"Processed cheese, not grated or powdered"
29729,"0406301000","80","01/01/1972","",2,0,"In the manufacture of which no cheeses other than Emmentaler, Gruyère and Appenzell have been used and which may contain, as an addition, Glarus herb cheese (known as Schabziger); put up for retail sale, of a fat content by weight in the dry matter not exceeding 56 %"
75874,"0406301010","80","01/06/2002","",3,1,"Processed Emmentaler"
75875,"0406301020","80","01/06/2002","",3,1,"Processed Gruyère"
75876,"0406301090","80","01/06/2002","",3,1,"Other"
29732,"0406303100","10","01/01/1972","",2,0,"Other"
29733,"0406303100","20","01/01/1972","",3,0,"Of a fat content, by weight, not exceeding 36 % and of a fat content, by weight, in the dry matter"
29734,"0406303100","80","01/01/1972","",4,1,"Not exceeding 48 %"
29737,"0406303900","80","01/01/1972","",4,1,"Exceeding 48 %"
29740,"0406309000","80","01/01/1972","",3,1,"Of a fat content, by weight, exceeding 36 %"
29743,"0406400000","80","01/01/1972","",1,0,"Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti"
29746,"0406401000","80","01/01/1994","",2,1,"Roquefort"
29747,"0406405000","80","01/01/1994","",2,1,"Gorgonzola"
29748,"0406409000","80","01/01/1994","",2,1,"Other"
29751,"0406900000","80","01/01/1972","",1,0,"Other cheese"
57641,"0406900100","80","01/01/1995","",2,1,"For processing"
64903,"0406901300","10","01/01/1997","",2,0,"Other"
64904,"0406901300","80","01/01/1997","",3,1,"Emmentaler"
64907,"0406901500","80","01/01/1997","",3,1,"Gruyère, Sbrinz"
64910,"0406901700","80","01/01/1997","",3,1,"Bergkäse, Appenzell"
57640,"0406901800","80","01/01/1995","",3,1,"Fromage fribourgeois, Vacherin Mont d'Or and Tête de Moine"
29844,"0406902100","80","01/01/1972","",3,0,"Cheddar"
29845,"0406902110","80","01/01/1972","",4,1,"Made from unpasteurized milk, of a minimum fat content of 50% by weight, in the dry matter, matured for at least nine months, of a free-at-frontier value per 100 kg net weight of 334,20 Euro or more in the case of standard whole sizes (cheeses of the conventional flat cylindrical shape of a net weight of not less than 33 kg but not more than 44 kg; cubic block shape or parallelepiped shape, of a net weight of 10 kg or more), 354,83 Euro or more in the case of cheeses of a net weight of 500 g or more and 368,58 Euro or more in the case of cheeses of a net weight of less than 500 g"
29846,"0406902120","80","01/01/1972","",4,1,"Whole cheeses (of the conventional flat cylindrical shape of a net weight of not less than 33 kg but not more than 44 kg and cheeses in cubic blocks or in parallelepiped shape, of a net weight of 10 kg or more) of a minimum fat content of 50% by weight, in the dry matter, matured for at least three months"
29847,"0406902190","80","01/01/1972","",4,1,"Other"
